Symbol,12/31/19 Stock Price,12/31/18 Stock Price,Industry,Average Revenue Growth Rate,Net Income,EPS,Market Cap,Debt-to-Equity,Free Cash Flow,Beta,Moving Average,Stock Growth Rate
GD,176.35,157.21,7,0.04986216,0.065831598,0.098161172,0.022686424,0.306050978,-0.096557028,0.942084768,153.5337393,0.033831245
GE,11.16,7.2767,7,-0.041323796,0.085416082,0.095086603,-0.174182208,0.045249612,0.084617158,0.966605188,20.14709329,-0.260184948
GIS,53.56,38.94,3,-0.00992774,0.070551998,0.073678859,0.001215289,0.077076537,0.07558847,1.442897838,53.95852521,-0.075608186
GM,36.6,33.45,2,-0.02521494,0.085416082,0.095086603,-0.013918507,0.176398187,0.20125382,1.117101215,35.45281559,-0.010623551
GPC,106.23,96.02,2,0.047976368,-0.026756849,-0.016943852,-0.011030611,0.390233548,-0.027337987,0.904209905,92.73414694,-0.025724719
GILD,64.98,62.55,6,-0.020430263,-0.149475106,-0.118361478,-0.103810123,0.114241707,-0.074643572,1.100792014,80.07181534,-0.097442312
GL,105.25,74.53,5,0.029927166,0.069800389,0.10841701,0.103396648,-0.032162899,0.093498736,0.947088762,67.25352959,0.083036445
GPN,182.56,103.13,8,0.028160264,-0.050924088,-0.138554609,0.586425982,-0.267879213,0.084617158,1.144785243,71.18613111,0.264285087
GS,229.93,167.05,5,0.061101237,-0.000259661,0.03812036,-0.005769521,-0.018703079,0.084617158,1.301552521,196.5591775,-0.036489679
GWW,338.52,282.36,7,0.028818373,0.011523599,0.057986105,0.009657404,0.49530975,0.074793582,0.908308721,246.120717,0.025917868
HRB,23.48,25.37,2,0.005289615,-0.024201879,0.033037804,-0.131315627,0.423688783,-0.029010419,0.876251117,27.79790788,-0.068383662
HAL,24.47,26.58,4,-0.073766087,0.085416082,0.095086603,-0.084121876,0.190468894,0.084617158,1.282571921,42.28257887,-0.09331223
HBI,14.85,12.53,2,0.055233142,0.08427063,0.106126358,-0.135908674,0.213125034,0.084617158,0.980851425,21.97192841,-0.181408443
HOG,37.19,34.12,2,-0.029523243,-0.128901993,-0.072503388,-0.164834884,0.191975779,-0.055619849,1.096720771,50.78872594,-0.151768439
HIG,60.77,44.45,5,0.021865669,0.085416082,0.095086603,0.040162407,-0.006292611,0.141503436,1.064374006,45.15214802,0.016155021
HAS,105.61,81.25,2,0.019906884,0.045857273,0.042163023,0.158958342,0.020764667,0.087796947,0.817790349,77.93044883,0.10251603
HCA,147.81,124.45,6,0.068161135,0.133280328,0.188807284,0.095187283,-0.035168216,0.086753289,0.890896444,82.21908834,0.14114151
PEAK,34.47,27.93,10,-0.024943919,0.085416082,0.095086603,-0.02762843,0.035789529,0.084617158,1.234825695,32.13038755,-0.086356864
HP,45.43,47.94,4,-0.072390356,0.085416082,0.095086603,-0.075593076,0.335337398,0.084617158,1.327654208,65.22306601,-0.081715359
HSIC,66.72,61.553,6,-0.007548698,0.083109029,0.113756911,-0.031097953,0.089501191,0.025145803,0.858647937,57.67718982,0.036330256
HSY,146.98,107.18,3,0.014768849,0.063037646,0.075942488,0.059919517,0.1553137,0.237353126,1.318791627,103.0084118,0.007727723
HES,66.81,40.5,4,-0.095644383,0.085416082,0.095086603,-0.016023676,0.241830102,0.094135144,1.457309274,61.2380341,-0.139362539
HLT,110.91,71.8,2,-0.020847494,0.05533944,0.095086603,0.040269416,0.993037883,0.048756811,0.996770222,62.22988197,0.076178309
HFC,50.71,51.12,4,-0.024191583,0.085416082,0.095086603,0.022115188,0.225714341,0.452976785,1.146095763,42.28748708,0.080681746
HOLX,52.21,41.1,6,0.056686104,0.085416082,0.095086603,0.134426438,-0.07029007,0.084617158,0.927735302,35.37155573,0.113448424
HD,218.38,171.82,2,0.063060282,0.131821663,0.179722387,0.114831734,0.632251321,0.11286997,0.923265587,134.2630073,0.131102935
HON,177,132.12,7,-0.018521997,0.077019136,0.095086603,0.100873406,0.139150144,0.090403768,1.03613148,115.3644388,0.085599166
HRL,45.11,42.68,3,0.003857121,0.10184981,0.099282331,0.119214775,-0.035411278,0.013712372,0.646689699,32.81023086,0.131368729
HST,18.55,16.67,10,0.004259413,0.046779838,0.051547497,-0.058690117,0.02589973,-0.087403273,1.093388249,18.83155384,-0.084883039
HPQ,20.55,20.46,8,-0.1201851,-0.088623763,-0.048001334,-0.165071834,-0.050913831,-0.140268398,1.21743548,16.57075749,0.029422095
HUM,366.52,286.48,6,0.059947927,0.187366981,0.221406983,0.171215892,0.090480307,0.330695817,0.752838939,194.3028001,0.188399025
HBAN,15.08,11.92,5,0.13856069,0.174108222,0.118864313,0.126946473,0.010945513,0.120671579,1.191424548,11.71122397,0.031727791
HII,250.88,190.31,7,0.050470451,0.101871953,0.139037204,0.135716755,-0.01300716,-0.078562469,0.999498885,165.830502,0.14055408
IEX,172,126.26,7,0.030390416,0.087785515,0.100996226,0.161812288,-0.037733778,0.083205265,1.056979167,98.65956664,0.128536837
IDXX,261.13,186.02,6,0.101284224,0.186485696,0.224734169,0.259415259,0.089797041,0.116505643,0.954439345,114.4816962,0.25858945
ITW,179.63,126.69,7,-0.005232602,-0.03067811,0.012247462,0.09293918,0.22141143,0.162896249,1.05525299,114.2060214,0.075469477
ILMN,331.74,299.93,6,0.137451167,0.231777535,0.215186113,0.132213784,-0.122839169,0.163275413,1.394427497,194.5290278,0.129038669
INCY,87.32,63.59,6,0.333744752,0.085416082,0.095086603,0.087747213,-0.658565042,0.084617158,1.492964003,80.10056642,-0.034276032
INTC,59.85,46.93,8,0.051934095,0.124541027,0.147739507,0.082116435,0.109842247,0.104242984,1.151788891,36.75720413,0.066389589
ICE,92.55,75.33,5,0.109650396,0.145282354,0.14909832,0.158320505,0.071933684,0.13135929,0.865381587,56.44030721,0.144800436
IBM,134.04,113.67,8,-0.036255547,-0.047423707,-0.023770165,-0.056507822,0.067130519,-0.010024556,0.906452889,155.9840923,-0.082548106
IP,46.05,40.36,9,-0.010737504,0.171571022,0.186198997,-0.044711881,0.003323016,0.064069925,1.143980497,48.17682413,-0.068383628
IPG,23.1,20.63,1,0.062821599,0.065758695,0.081309992,0.006140458,0.225209743,0.19428364,1.032846845,21.19022281,-0.001689399
IFF,129.02,134.27,9,0.107244659,0.019189795,-0.043272018,0.109140209,0.048482891,0.042940041,0.929658182,119.2727502,0.072823052
INTU,261.93,196.85,8,0.093663933,0.136313607,0.155623361,0.209698649,-0.037193173,0.105079067,1.09746982,126.0833213,0.208823519
ISRG,591.15,478.92,6,0.160062261,0.269201021,0.256857501,0.289328699,-0.035168216,0.154385259,0.949796438,256.474382,0.283791984
IVZ,17.98,16.74,5,0.035144204,-0.06975922,-0.106873921,-0.136773632,0.297877076,-0.014448247,1.48289056,30.20194893,-0.193258071
IPGP,144.92,113.29,8,0.112956726,-0.021032445,-0.02455309,0.144910558,0.087290935,0.157326365,1.290739127,110.1163561,0.108915495
IQV,154.51,116.17,6,0.152211344,-0.117279368,-0.188223909,0.318402549,0.108409729,0.190546411,0.880962507,81.27421652,0.185222776
IRM,31.87,32.41,10,0.06455455,-0.038941903,-0.102528531,0.024449562,0.034638566,0.198354109,0.778478972,33.06641449,-0.043127011
JKHY,145.67,126.52,8,0.058254049,0.071714474,0.088062816,0.171391131,0.004786072,0.061695064,0.84213581,88.81675095,0.194529786
J,89.83,58.46,7,0.00311568,0.240049657,0.228863708,0.154564286,0.130194505,0.084617158,1.214635839,56.4775919,0.069454012
JBHT,116.78,93.04,7,0.082520392,0.066168206,0.084923258,0.047469818,-0.034173444,0.084617158,0.888315492,90.30207985,0.02512057
SJM,104.13,93.49,3,0.068027558,-0.000286133,-0.020292307,0.02926669,0.109644818,0.122552392,1.420100745,115.2376743,-0.019082577
JNJ,145.87,129.05,6,0.019979044,-0.015207761,-0.002778786,0.055749141,0.171472164,-0.058218038,0.722938568,115.4441054,0.053992997
JCI,40.71,29.65,7,0.184641495,0.085416082,0.095086603,0.113403817,-0.003222428,0.084617158,0.97880759,37.94091812,-0.078398703
JPM,139.4,97.62,5,0.066940945,0.10872116,0.150631478,0.133239854,-0.032623244,0.084617158,1.211379511,81.24621733,0.117572769
JNPR,24.63,26.91,8,-0.007980082,0.085416082,0.095086603,-0.031106638,0.128312532,-0.061660112,0.980634582,25.59613505,0.047863896
KSU,153.16,95.45,7,0.021477919,0.014044794,0.035540282,0.024247809,0.014435701,0.084617158,1.186262434,103.7460744,-0.059568147
K,69.16,57.01,3,-0.014139069,0.087203473,0.098872457,0.003051507,0.048128184,0.084617158,1.330566073,66.58266819,-0.033889199
KEY,20.24,14.78,5,0.120759993,0.137903825,0.099103848,0.10608006,0.009458716,0.181939715,1.281003001,15.42718705,0.015464881
KMB,137.55,113.94,3,-0.013265586,0.071665186,0.091155691,0.018451674,0.894001752,-0.033004934,1.480604367,116.4375233,-0.003480129
KIM,20.71,14.65,10,0.031192433,-0.006399788,-0.021096241,-0.033025191,0.013499288,0.084617158,0.739658097,21.49990073,-0.126288428
KMI,21.17,15.38,4,-0.0403084,0.16374908,0.002096454,-0.118158856,-0.042041853,0.084617158,1.065480583,24.08526201,-0.22352348
KLAC,178.17,89.49,8,0.128414816,0.21776196,0.229412954,0.194396417,-0.032938825,0.208447097,1.206037711,83.02611295,0.062120794
KSS,50.95,66.34,2,0.012258945,-0.034744946,0.017343027,-0.083415965,0.03972073,-0.025802839,0.826986413,53.72248692,0.021034074
KR,28.99,27.5,3,0.027045107,-0.005075776,0.039256076,-0.059546812,0.005792235,-0.002820919,0.687229763,28.32748214,-0.037966922
LB,18.12,25.67,2,0.031150976,-0.176498263,-0.166941295,-0.276847408,-0.035168216,-0.034658371,0.97141359,52.48590931,-0.262028315
LHX,197.87,134.65,7,0.133158812,0.088959836,-0.060415496,0.422431328,-0.176987929,-0.041863918,0.899394227,103.0641894,0.170146503
LH,169.17,126.36,6,0.139605329,0.100135524,0.069052309,0.124949132,-0.024545372,0.142956742,0.778425088,132.0291442,0.040272321
LRCX,292.4,136.17,8,0.144600903,0.236556255,0.260021844,0.274559296,0.255460859,0.300278006,1.445205811,108.1039139,0.14458305
LVS,69.04,52.05,2,-0.011864294,-0.010250056,-0.001138955,0.025975471,0.108085875,-0.129935404,1.267721517,60.06747743,-0.027366813
LEG,50.83,35.84,2,0.046726527,0.277768129,0.295354248,0.026680239,0.195406585,0.127709286,1.01695037,42.40922664,-0.042333895
LDOS,97.89,52.72,8,-0.103463319,0.011431541,-0.11122128,0.338676208,-0.018335795,-0.242141717,0.993460216,52.15256945,0.049111454
LEN,55.79,39.15,2,0.233983915,0.236804544,0.135730663,0.141557788,-0.104821472,0.084617158,1.154091373,47.25274413,-0.032758513
LLY,131.43,115.72,6,0.026163523,0.085416082,0.095086603,0.104371477,0.740453152,0.029025751,0.804798794,80.19172,0.138034872
LNC,59.01,51.31,5,0.049477556,-0.101819796,-0.054078038,-0.048193466,-0.008332696,0.084617158,1.58062016,56.98376002,-0.02879029
LIN,212.9,156.04,9,-0.016079573,-0.08499313,-0.136640174,0.248172301,-0.029589176,-0.053537305,0.916043429,135.0450718,0.047589774
LYV,71.47,49.25,1,0.109553296,0.085416082,-0.464931922,0.238622237,0.13747946,0.012095787,1.10734151,32.39183013,0.171925059
LKQ,35.7,23.73,2,0.13159661,0.07245222,0.0662201,0.051252554,0.090836391,0.268501672,1.063014088,30.48401917,-0.041547476
LMT,389.38,261.84,7,0.055758767,0.115064475,0.141149869,0.125413117,0.224106783,0.140404332,0.750540549,240.024541,0.079846041
L,52.49,45.52,5,0.008321095,0.095382218,0.145378835,-0.001390029,0.047874239,0.651370936,0.928367365,44.77266696,0.020202894
LOW,119.76,92.36,2,0.053352255,0.029039033,0.083613123,0.065196849,0.504332951,-0.109463965,1.020372672,74.72905901,0.076400452
LYB,94.48,83.16,9,-0.053053926,-0.040359385,0.035733283,-0.045445357,0.152161497,-0.130024311,1.288549128,90.05576531,0.011666035
MTB,169.75,143.13,5,0.079450478,0.125904802,0.129950884,0.061818609,0.018397581,0.162658848,1.003782778,139.1716211,0.033160921
M,17,29.78,2,-0.01852433,-0.089906636,-0.059343455,-0.253797673,-0.016353608,-0.180145267,0.94099957,37.36856756,-0.179634791
MRO,13.58,14.34,4,-0.140467237,0.085416082,0.095086603,-0.106661401,0.082077834,0.084617158,1.587409837,19.4883816,-0.156220342
MPC,60.25,59.01,4,0.063558453,0.008797868,0.014310108,0.09117134,0.09603598,0.200652456,1.320615516,51.09583339,0.069338173
MKTX,379.11,211.31,5,0.142897244,0.223268952,0.22313601,0.399247936,-0.035168216,0.082024616,0.779725594,133.8675853,0.310192418
MAR,151.43,108.56,2,0.087369964,0.110725354,0.079985695,0.174938078,0.551421562,0.048860742,1.137752288,86.28593184,0.086055594
MMC,111.41,79.75,5,0.051556518,0.035242529,0.051808946,0.126737715,0.328643625,0.020711756,0.882295238,67.11399499,0.086445053
MLM,279.64,171.87,9,0.098861947,0.314954201,0.307166531,0.186865188,0.049474837,0.30814702,1.119719426,170.3206062,0.117214223
MAS,47.99,29.24,7,0.011397741,0.017812005,0.061858759,0.088659481,1.097746858,0.071985314,1.253986728,29.64483222,0.071915901
MA,298.59,188.65,8,0.123275598,0.175493163,0.207392574,0.247638168,0.460952284,0.191486885,1.222637376,120.5046131,0.216431842
MKC,169.73,139.24,3,0.047345169,0.099205776,0.094137326,0.186094431,0.145535125,0.158202591,1.563561038,95.90296837,0.170021387
MXIM,61.51,50.85,8,-0.018381483,0.272292187,0.283405659,0.130442252,0.066908646,0.030123002,1.118705569,41.54806099,0.123898841
MCD,197.61,177.57,2,-0.051409519,0.048373272,0.104621625,0.102917132,0.82965254,0.066748288,1.482453038,129.6569396,0.173295759
MCK,138.32,110.47,6,0.055197668,0.085416082,0.095086603,-0.123338958,0.030321829,-0.008320431,0.898283746,161.7650955,-0.14588822
MDT,113.45,90.96,6,0.122060906,0.099248877,0.035004707,0.164318858,-0.045543646,0.109084966,0.884899238,77.96427793,0.059444751
MRK,90.95,76.41,6,0.020908028,-0.037567576,-0.013977553,0.074191528,0.143028708,0.083581756,0.784041952,61.84800121,0.077009621
MET,50.97,41.06,5,-0.010292067,-0.01334897,0.021744215,-0.052709028,-0.026207412,-0.033846595,1.339203712,45.46608056,-0.039296002
MTD,793.28,565.58,6,0.038902495,0.106532558,0.14237776,0.174770801,0.368372435,0.089610807,1.155233793,418.3112417,0.169382321
MGM,33.27,24.26,2,0.05052534,0.085416082,0.095086603,0.102885107,-0.043856483,0.084617158,1.470869008,25.48988594,0.032097614
MCHP,104.72,71.92,8,0.202704085,0.111111255,0.072475018,0.225175901,0.26652928,0.200887953,1.275913912,62.10690978,0.123684041
MU,53.78,31.73,8,0.040898843,0.085416082,0.095086603,0.097139568,-0.220539879,0.084617158,1.788349397,27.63847389,-0.024292844
MSFT,157.7,101.57,8,0.075129489,0.164760746,0.183307445,0.257317611,0.253677156,0.084795425,1.195543944,64.58486159,0.216031804
MAA,131.86,95.7,10,0.106003818,0.190456859,0.092071416,0.226542986,-0.085961411,0.084617158,1.350717289,89.59737547,0.063963935
MHK,136.38,116.96,2,0.050237691,0.069455221,0.071903014,-0.029154657,-0.044510231,0.541344415,1.149465515,176.0608242,-0.06851785
TAP,53.9,56.16,3,0.206035421,-0.14007078,-0.16565119,-0.03593713,0.110620243,-0.022782682,0.821450636,73.80269424,-0.068273252
MDLZ,55.08,40.03,3,-0.054556299,0.121222143,0.154818099,0.053808456,0.04898249,0.096262279,0.877787912,41.59606871,0.024577918
MNST,63.55,49.22,3,0.112520688,0.180517223,0.161913296,0.134717941,0.509692187,0.084617158,0.879964317,43.86570407,0.080456994
MCO,237.41,140.04,5,0.076896843,0.075332016,0.099028614,0.175317407,-0.126427109,0.112127832,1.245495641,117.7710973,0.099538183
MS,51.12,39.65,5,0.07234137,0.211329049,0.264036539,0.017287177,-0.032436667,0.084617158,1.517149762,38.13776954,0.005432378
MOS,21.64,29.21,9,-0.003321572,0.085416082,0.095086603,-0.135255809,0.087436716,0.084617158,1.157391808,32.25200167,-0.105618734
MSI,161.14,115.04,8,0.060517685,0.085416082,0.095086603,0.113239264,0.113713867,0.084617158,0.822786984,84.75553365,0.144363388
MSCI,258.18,147.43,5,0.093429957,0.146841428,0.223414409,0.327005034,0.635013205,0.209366631,1.077952152,89.19381471,0.327731614
MYL,20.1,27.4,6,0.082989847,-0.551852144,-0.5867771,-0.132351101,-0.116798805,0.178318211,1.188601153,40.34390499,-0.165020848
NDAQ,107.1,81.57,5,0.041764441,0.133015446,0.137266245,0.16900708,0.124373618,0.088538491,0.879123238,62.70773305,0.14199137
NOV,25.05,25.7,4,-0.169338713,0.085416082,0.095086603,-0.192869654,0.188856632,-0.241430705,1.153710788,41.26677522,-0.208641559
NTAP,62.25,59.67,8,-0.01739806,0.092447263,0.160303725,0.019179509,0.443527963,-0.019868529,1.143059666,43.30549969,0.095362518
NFLX,323.57,267.66,1,0.296393245,0.475666153,0.464334611,0.471112833,0.309280778,0.899008298,1.395062749,132.425756,0.530342671
NWL,19.22,18.59,2,0.092251912,0.085416082,0.095086603,-0.046517454,0.067873366,0.105333784,1.118653299,32.59288002,-0.164171637
NEM,43.45,34.65,9,0.059601244,0.085416082,0.095086603,0.304568067,-0.079336715,0.286574442,0.394295429,29.86445413,0.163617807
NWSA,14.14,11.35,1,0.024536573,0.085416082,0.095086603,-0.013471831,0.456232789,-0.230634388,1.074518351,14.2235554,-0.07776154
NWS,14.51,11.55,1,0.024536573,0.085416082,0.095086603,-0.013471831,0.456232789,-0.230634388,1.001656784,14.38382204,-0.064497051
NEE,242.16,173.82,11,0.024438397,0.088487797,0.067270206,0.206009226,-0.07518027,0.123108344,0.404238409,128.2337708,0.130841752
NLSN,20.3,23.33,7,0.006591908,0.085416082,0.095086603,-0.155400179,0.233544903,0.004264547,0.926126667,38.12030426,-0.150176062
NKE,101.31,74.14,2,0.065044877,0.088137796,0.110894735,0.138078426,0.364231412,0.045825654,0.956289248,56.97163801,0.114380034
NI,27.84,25.35,11,-0.033765217,0.085416082,0.095086603,-0.049322677,0.004433045,0.084617158,0.492898669,20.93505552,0.110491274
NBL,24.84,18.76,4,-0.020628055,0.085416082,0.095086603,-0.070922176,0.05746786,-0.173637466,1.39358321,37.06873784,-0.206960303
JWN,40.93,46.61,2,0.032666635,-0.055140964,-0.020625088,-0.158991113,0.308272339,-0.042901515,0.923435619,53.66089081,-0.124656875
NSC,194.13,149.54,7,-0.005708295,0.063583583,0.098475238,0.083369073,0.013949165,0.18635835,1.135084809,115.7290177,0.080753871
NTRS,106.24,83.59,5,0.088485746,0.129472335,0.148009686,0.072369023,-0.095638533,0.304929088,1.203709313,78.95688759,0.055294336
NOC,343.97,244.9,7,0.071327922,0.01673357,0.059778804,0.142555779,0.217575862,0.08340227,0.833553337,208.1407611,0.135351117
NLOK,25.52,18.895,8,-0.092421748,0.085416082,0.095086603,-0.021219352,0.156036798,0.084617158,0.950334147,23.5448401,-0.073610297
NCLH,58.41,42.39,2,0.15633576,0.224176764,0.210807582,0.035155272,-0.05036752,0.084617158,1.088108814,46.70586354,-0.024230524
NRG,39.75,39.6,11,-0.091496293,0.085416082,0.095086603,0.018789767,0.282405389,0.236465945,1.017299877,24.36406618,0.10099185
NUE,56.28,51.81,9,0.01368076,0.12229185,0.131720273,0.017501617,-0.055075472,0.145667847,1.234340826,53.38758216,0.013779827
NVDA,235.3,133.5,8,0.169698269,0.3275675,0.30407082,0.67573748,-0.059723355,0.388623908,1.410720651,63.60255762,0.606355713
NVR,3808.41,2436.99,2,0.106999112,0.255499159,0.292984231,0.219175045,-0.09092913,0.407288632,0.703704187,1879.715702,0.175730522
ORLY,438.26,344.33,2,0.070613709,0.123186338,0.193435146,0.111558062,1.070710153,0.072766864,0.826395111,238.441171,0.156294263
OXY,41.21,61.38,4,0.010952553,0.085416082,0.095086603,-0.100470114,0.37047699,0.084617158,1.002494993,72.18766322,-0.065770862
ODFL,126.52,82.3267,7,0.080672823,0.181350715,0.198645249,0.177587166,-0.213688179,0.838918785,1.101527692,59.024344,0.123017722
OMC,81.02,73.24,1,-0.004799802,0.039366673,0.073940924,-0.01706916,0.161398971,0.067777988,0.851041841,75.47175633,-0.013939198
OKE,75.67,53.95,4,-0.03577351,0.32412765,0.155509297,0.24700673,-0.020105033,0.084617158,1.18276464,52.27070274,0.020263455
ORCL,52.98,45.15,8,0.003890174,0.000659861,0.057700085,-0.029590073,0.358896671,-0.034485412,1.034723114,43.47655588,0.000999169
PCAR,79.1,57.14,7,0.06147549,0.119366021,0.124288926,0.025836138,-0.010437248,0.0869391,1.228408263,62.77410911,-0.042603434
PKG,111.99,83.46,9,0.035394195,0.121454592,0.130573804,0.066616372,-0.106738379,0.206264027,1.135395473,82.99445199,0.0168956
PH,205.82,149.14,7,0.013374239,0.046375764,0.076406778,0.066448478,0.263747353,0.047324294,1.274980105,138.1565903,0.037034484
PAYX,85.06,65.15,8,0.089087407,0.106351028,0.108801091,0.127007655,0.737986646,0.087077008,0.886179873,56.47510159,0.089904979
PNR,45.87,37.78,7,-0.159236312,0.085416082,0.095086603,-0.090750206,0.040581083,0.060622755,1.199409819,42.30301372,-0.040653075
PBCT,16.9,14.43,5,0.108514017,0.15635402,0.085321006,0.098894293,-0.063256782,-0.102045205,0.893989994,16.26249166,-0.012587457
PEP,136.67,110.48,3,0.001429556,0.023469195,0.039936081,0.061332153,0.097181618,-0.066630621,1.402716353,103.8246904,0.0396665
PKI,97.1,78.55,6,0.052076942,0.075992223,0.079257723,0.169080711,0.129131033,0.026022668,1.146336781,58.88828463,0.15768839
PRGO,51.66,38.75,6,0.030058448,0.085416082,0.095086603,-0.214627285,0.103392693,-0.362934441,0.923722349,99.61920094,-0.306119255
PFE,39.18,43.65,6,0.008502502,0.122410742,0.151871603,0.020126095,0.107761863,-0.081001386,0.805836762,34.42262667,0.088006649
PM,85.09,66.76,3,0.000255186,-0.008359609,-0.005952804,0.009062646,-0.035168216,0.070018401,0.656888852,90.19128921,-0.04850544
PSX,111.41,86.15,4,-0.060409856,-0.08369641,-0.041152831,0.045205988,0.08978582,0.084617158,1.152262471,85.36969495,0.046969503
PNW,89.93,85.2,11,-0.001172572,0.062477936,0.059371324,0.060260384,0.054575596,0.084617158,0.406997405,72.65973366,0.056790322
PXD,151.37,131.52,4,0.170265861,0.085416082,0.095086603,0.024983687,-0.090743259,-0.386688955,1.361325795,162.5031596,-0.030471142
PNC,159.63,116.91,5,0.058402827,0.051139474,0.09011115,0.078182292,0.032846902,0.0568329,1.079350145,106.3961763,0.063967829
PPG,133.49,102.23,9,-0.002802118,-0.099740561,-0.070701292,-0.000988065,0.142274746,0.12919761,1.075019638,105.2002761,-0.030207961
PPL,35.88,28.33,11,0.024960118,0.001034128,-0.017319679,0.014320729,0.035148457,0.086633747,0.447084661,32.41746918,-0.042551299
PFG,55,44.17,5,0.091362563,0.040332626,0.059768088,0.000247561,0.010286123,0.125603252,1.383623933,52.52363041,-0.03970125
PG,124.9,91.92,3,-0.023856028,-0.128032009,-0.117560384,0.048214608,0.036514938,0.017824786,1.416232662,86.3984772,0.002270224
PGR,72.39,60.33,5,0.150192854,0.253876719,0.255214502,0.216223318,0.019972252,0.295309553,0.806772317,39.53849377,0.22273575
PLD,89.14,58.72,10,0.135961673,0.198469728,0.146854528,0.212217756,-0.059251688,0.084617158,0.879303492,51.88669491,0.080820753
PRU,93.74,81.55,5,0.036756826,0.248306147,0.292830859,-0.018781364,-0.100075504,0.002350238,1.419780266,90.63768247,-0.025589746
PEG,59.05,52.05,11,-0.015345283,0.022061519,0.022314947,0.073417058,0.076892783,0.084617158,0.455557414,44.71247975,0.058836432
PSA,212.96,202.41,10,0.054204579,0.0585187,0.067631435,0.031034568,0.502611561,-0.028482803,0.490198121,207.0952283,0.022946987
PHM,38.8,25.99,2,0.118949371,0.164718029,0.240369876,0.057338092,0.090128529,0.084617158,1.159522687,22.98598547,0.049045054
PVH,105.15,92.95,2,0.035504622,0.129490552,0.151388545,-0.062048258,-0.030128718,0.069053423,1.045027945,112.5166443,-0.077182647
PWR,40.71,30.1,7,0.0927263,0.062642324,0.153758896,-0.011368434,1.16973006,0.295291581,1.204271984,31.24942785,0.014729475
QCOM,88.23,56.91,8,-0.018919349,0.085416082,0.095086603,-0.040037551,6.373304809,-0.006292446,1.072330269,63.82382995,-0.064581159
DGX,106.79,83.27,6,0.007708092,0.090642706,0.106755448,0.082158558,-0.014734337,0.05162097,0.770150828,80.96662431,0.055616704
RL,117.22,103.46,2,-0.034096752,0.085416082,0.095086603,-0.116405647,0.388063777,-0.018692078,1.016900108,118.3103058,-0.135417729
RJF,89.46,74.41,5,0.099120319,0.165365712,0.167287065,0.087802207,0.002513393,0.084617158,1.354129025,65.71624617,0.067549744
RTN,219.74,153.35,7,0.05031408,0.082985657,0.106764161,0.129028966,0.010510221,0.137476476,0.797248539,137.5176605,0.091174574
O,73.63,63.04,10,0.098263914,0.100314399,0.059732594,0.176988942,-0.007240684,0.015340764,0.481686629,54.33274958,0.072140488
REG,63.09,58.68,10,0.160691546,0.050234863,-0.044618278,0.121757215,-0.104156413,0.084617158,0.640708281,63.13540837,-0.020619624
REGN,373.35,372.44,6,0.227682027,0.44304279,0.418730626,-0.002322379,-0.122761989,0.366758169,1.316179678,380.1559806,-0.023882875
RF,17.16,13.38,5,0.042266946,0.066420812,0.135474517,0.02633697,0.193557938,-0.000429323,1.308867251,12.32113219,0.06095765
RSG,89.63,72.09,7,0.031889376,0.144067209,0.169689726,0.148570349,0.04142535,0.114029964,0.643316807,52.87672689,0.156850624
RMD,154.97,113.87,6,0.114913083,0.052545809,0.048633797,0.233053629,0.223527021,0.051667798,0.864329796,71.49547618,0.193820568
RHI,63.15,57.2,7,0.052867589,0.082355995,0.116023498,-0.01575133,1.813046169,0.106152511,1.23274577,50.87155932,-0.005091859
ROK,202.67,150.48,7,0.003928922,0.019027125,0.05219686,0.092537626,0.438852512,0.02414656,1.234648923,136.9772011,0.078557986
ROL,33.16,36.1,7,0.073829502,0.081143837,0.083390541,0.176511046,-0.035168216,0.112633111,0.817861206,22.16926176,0.251599882
ROP,354.23,266.52,7,0.086199986,0.223039824,0.213277117,0.186740629,0.048215149,0.117470806,1.042524633,204.7418646,0.142636202
ROST,116.42,83.2,2,0.079146858,0.129873777,0.162265312,0.162826451,0.516832588,0.185181821,0.874040254,59.94138507,0.152673932
RCL,133.51,97.79,2,0.062849758,0.197139783,0.211286286,0.088035916,0.009273495,0.084617158,1.323816292,85.69759667,0.043643774
SPGI,273.05,169.94,5,0.058099531,0.085416082,0.095086603,0.225338924,0.354123724,0.189592837,1.136532302,125.7361679,0.175576249
CRM,162.64,136.97,8,0.2558333,0.085416082,0.095086603,0.309781164,-0.093234356,0.359425319,1.352383298,86.32624362,0.232748217
SBAC,240.99,161.89,10,0.056993003,0.085416082,0.095086603,0.136707238,-0.035168216,0.121642244,0.718768908,128.5256771,0.099535534
SLB,40.2,36.08,4,-0.074891764,0.085416082,0.095086603,-0.127243064,0.119520227,-0.130175619,1.06117211,70.89478673,-0.193806204
STX,59.5,38.59,8,-0.068355577,-0.03521896,0.00064433,-0.064030339,0.129694748,-0.133584394,1.381346444,45.62732913,-0.127202923
SEE,39.83,34.84,9,-0.091717173,0.004939274,0.071623301,-0.072357464,0.251386129,0.084617158,1.034752241,41.56797119,-0.048078187
SRE,151.48,108.19,11,-0.003761771,0.13596333,0.093343581,0.092644619,0.024159566,-0.085495561,1.264064377,108.7982716,-0.007193814
NOW,282.32,178.05,8,0.383558863,0.085416082,0.095086603,0.395463445,-0.058394717,0.629513927,1.544086487,100.475981,0.272764436
SHW,583.54,393.46,9,0.099711987,0.122235369,0.133326051,0.163607844,0.172290459,0.177283625,0.964643365,305.8132829,0.105909778
